"","Year","Sector","region","SAUP","Gear","FGroup","NomActive","Phase"
"2201",1898,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"2202",1898,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"2203",1898,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"2204",1898,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"2205",1899,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"2206",1899,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"2207",1899,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"2208",1899,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"2209",1899,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"2210",1899,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"2211",1899,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"2212",1899,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"2213",1899,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"2214",1899,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"2215",1899,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"2216",1899,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"2217",1899,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"2218",1899,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"2219",1899,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"2220",1899,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"2221",1899,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"2222",1899,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"2223",1899,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"2224",1899,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"2225",1899,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"2226",1899,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"2227",1899,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"2228",1899,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"2229",1899,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"2230",1899,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"2231",1899,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"2232",1899,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"2233",1899,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"2234",1899,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"2235",1899,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"2236",1899,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"2237",1899,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"2238",1899,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"2239",1899,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"2240",1899,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"2241",1899,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"2242",1899,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"2243",1900,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"2244",1900,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"2245",1900,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"2246",1900,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"2247",1900,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"2248",1900,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"2249",1900,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"2250",1900,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"2251",1900,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"2252",1900,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"2253",1900,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"2254",1900,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"2255",1900,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"2256",1900,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"2257",1900,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"2258",1900,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"2259",1900,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"2260",1900,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"2261",1900,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"2262",1900,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"2263",1900,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"2264",1900,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"2265",1900,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"2266",1900,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"2267",1900,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"2268",1900,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"2269",1900,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"2270",1900,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"2271",1900,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"2272",1900,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"2273",1900,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"2274",1900,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"2275",1900,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"2276",1900,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"2277",1900,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"2278",1900,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"2279",1900,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"2280",1900,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"2281",1901,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"2282",1901,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"2283",1901,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"2284",1901,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"2285",1901,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"2286",1901,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"2287",1901,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"2288",1901,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"2289",1901,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"2290",1901,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"2291",1901,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"2292",1901,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"2293",1901,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"2294",1901,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"2295",1901,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"2296",1901,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"2297",1901,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"2298",1901,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"2299",1901,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"2300",1901,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"2301",1901,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"2302",1901,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"2303",1901,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"2304",1901,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"2305",1901,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"2306",1901,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"2307",1901,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"2308",1901,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"2309",1901,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"2310",1901,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"2311",1901,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"2312",1901,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"2313",1901,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"2314",1901,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"2315",1901,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"2316",1901,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"2317",1901,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"2318",1901,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"2319",1902,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"2320",1902,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"2321",1902,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"2322",1902,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"2323",1902,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"2324",1902,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"2325",1902,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"2326",1902,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"2327",1902,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"2328",1902,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"2329",1902,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"2330",1902,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"2331",1902,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"2332",1902,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"2333",1902,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"2334",1902,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"2335",1902,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"2336",1902,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"2337",1902,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"2338",1902,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"2339",1902,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"2340",1902,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"2341",1902,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"2342",1902,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"2343",1902,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"2344",1902,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"2345",1902,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"2346",1902,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"2347",1902,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"2348",1902,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"2349",1902,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"2350",1902,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"2351",1902,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"2352",1902,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"2353",1902,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"2354",1902,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"2355",1902,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"2356",1902,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"2357",1903,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"2358",1903,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"2359",1903,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"2360",1903,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"2361",1903,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"2362",1903,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"2363",1903,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"2364",1903,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"2365",1903,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"2366",1903,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"2367",1903,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"2368",1903,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"2369",1903,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"2370",1903,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"2371",1903,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"2372",1903,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"2373",1903,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"2374",1903,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"2375",1903,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"2376",1903,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"2377",1903,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"2378",1903,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"2379",1903,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"2380",1903,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"2381",1903,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"2382",1903,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"2383",1903,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"2384",1903,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"2385",1903,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"2386",1903,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"2387",1903,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"2388",1903,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"2389",1903,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"2390",1903,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"2391",1903,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"2392",1903,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"2393",1903,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"2394",1903,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"2395",1904,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"2396",1904,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"2397",1904,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"2398",1904,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"2399",1904,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"2400",1904,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"2401",1904,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"2402",1904,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"2403",1904,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"2404",1904,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"2405",1904,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"2406",1904,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"2407",1904,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"2408",1904,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"2409",1904,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"2410",1904,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"2411",1904,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"2412",1904,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"2413",1904,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"2414",1904,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"2415",1904,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"2416",1904,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"2417",1904,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"2418",1904,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"2419",1904,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"2420",1904,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"2421",1904,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"2422",1904,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"2423",1904,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"2424",1904,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"2425",1904,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"2426",1904,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"2427",1904,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"2428",1904,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"2429",1904,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"2430",1904,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"2431",1904,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"2432",1904,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"2433",1905,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"2434",1905,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"2435",1905,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"2436",1905,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
