"Year","signal","snr","metric","window","align","baseline"
1912,"fishing",0,"Biomass variability","10yr","trailing","base1841_2010"
1912,"climate",0.331624248468966,"Biomass variability","10yr","trailing","base1841_2010"
1912,"combined",0.331624248468966,"Biomass variability","10yr","trailing","base1841_2010"
1913,"fishing",-7.32065268578626e-16,"Biomass variability","10yr","trailing","base1841_2010"
1913,"climate",-0.416372289843009,"Biomass variability","10yr","trailing","base1841_2010"
1913,"combined",-0.41637228984301,"Biomass variability","10yr","trailing","base1841_2010"
1914,"fishing",-7.32065268578626e-16,"Biomass variability","10yr","trailing","base1841_2010"
1914,"climate",-0.680245133954442,"Biomass variability","10yr","trailing","base1841_2010"
1914,"combined",-0.680245133954443,"Biomass variability","10yr","trailing","base1841_2010"
1915,"fishing",0,"Biomass variability","10yr","trailing","base1841_2010"
1915,"climate",-1.14680195308463,"Biomass variability","10yr","trailing","base1841_2010"
1915,"combined",-1.14680195308463,"Biomass variability","10yr","trailing","base1841_2010"
1916,"fishing",0,"Biomass variability","10yr","trailing","base1841_2010"
1916,"climate",-1.19560101012467,"Biomass variability","10yr","trailing","base1841_2010"
1916,"combined",-1.19560101012467,"Biomass variability","10yr","trailing","base1841_2010"
1917,"fishing",-7.32065268578626e-16,"Biomass variability","10yr","trailing","base1841_2010"
1917,"climate",-2.02110338384542,"Biomass variability","10yr","trailing","base1841_2010"
1917,"combined",-2.02110338384542,"Biomass variability","10yr","trailing","base1841_2010"
1918,"fishing",-1.46413053715725e-15,"Biomass variability","10yr","trailing","base1841_2010"
1918,"climate",-1.58791821351322,"Biomass variability","10yr","trailing","base1841_2010"
1918,"combined",-1.58791821351322,"Biomass variability","10yr","trailing","base1841_2010"
1919,"fishing",-2.19619580573588e-15,"Biomass variability","10yr","trailing","base1841_2010"
1919,"climate",-0.865830354472979,"Biomass variability","10yr","trailing","base1841_2010"
1919,"combined",-0.865830354472981,"Biomass variability","10yr","trailing","base1841_2010"
1920,"fishing",7.32065268578626e-16,"Biomass variability","10yr","trailing","base1841_2010"
1920,"climate",-0.309887088914496,"Biomass variability","10yr","trailing","base1841_2010"
1920,"combined",-0.309887088914495,"Biomass variability","10yr","trailing","base1841_2010"
1921,"fishing",7.32065268578626e-16,"Biomass variability","10yr","trailing","base1841_2010"
1921,"climate",-0.242011078998466,"Biomass variability","10yr","trailing","base1841_2010"
1921,"combined",-0.242011078998465,"Biomass variability","10yr","trailing","base1841_2010"
1922,"fishing",2.19619580573588e-15,"Biomass variability","10yr","trailing","base1841_2010"
1922,"climate",-0.137297337045686,"Biomass variability","10yr","trailing","base1841_2010"
1922,"combined",-0.137297337045684,"Biomass variability","10yr","trailing","base1841_2010"
1923,"fishing",4.39239161147176e-15,"Biomass variability","10yr","trailing","base1841_2010"
1923,"climate",0.458200825395306,"Biomass variability","10yr","trailing","base1841_2010"
1923,"combined",0.458200825395311,"Biomass variability","10yr","trailing","base1841_2010"
1924,"fishing",5.12445688005038e-15,"Biomass variability","10yr","trailing","base1841_2010"
1924,"climate",0.535436153532137,"Biomass variability","10yr","trailing","base1841_2010"
1924,"combined",0.535436153532142,"Biomass variability","10yr","trailing","base1841_2010"
1925,"fishing",5.12445688005038e-15,"Biomass variability","10yr","trailing","base1841_2010"
1925,"climate",1.01502435529516,"Biomass variability","10yr","trailing","base1841_2010"
1925,"combined",1.01502435529516,"Biomass variability","10yr","trailing","base1841_2010"
1926,"fishing",3.66032634289313e-15,"Biomass variability","10yr","trailing","base1841_2010"
1926,"climate",1.06857598972568,"Biomass variability","10yr","trailing","base1841_2010"
1926,"combined",1.06857598972568,"Biomass variability","10yr","trailing","base1841_2010"
1927,"fishing",2.92826107431451e-15,"Biomass variability","10yr","trailing","base1841_2010"
1927,"climate",1.52383425558194,"Biomass variability","10yr","trailing","base1841_2010"
1927,"combined",1.52383425558194,"Biomass variability","10yr","trailing","base1841_2010"
1928,"fishing",3.66032634289313e-15,"Biomass variability","10yr","trailing","base1841_2010"
1928,"climate",1.36711364544599,"Biomass variability","10yr","trailing","base1841_2010"
1928,"combined",1.36711364544599,"Biomass variability","10yr","trailing","base1841_2010"
1929,"fishing",2.19619580573588e-15,"Biomass variability","10yr","trailing","base1841_2010"
1929,"climate",0.822619791959098,"Biomass variability","10yr","trailing","base1841_2010"
1929,"combined",0.8226197919591,"Biomass variability","10yr","trailing","base1841_2010"
1930,"fishing",2.92826107431451e-15,"Biomass variability","10yr","trailing","base1841_2010"
1930,"climate",0.563044742614633,"Biomass variability","10yr","trailing","base1841_2010"
1930,"combined",0.563044742614636,"Biomass variability","10yr","trailing","base1841_2010"
1931,"fishing",0.0170376897451018,"Biomass variability","10yr","trailing","base1841_2010"
1931,"climate",0.508869696275899,"Biomass variability","10yr","trailing","base1841_2010"
1931,"combined",0.525907386021001,"Biomass variability","10yr","trailing","base1841_2010"
1932,"fishing",0.0535899336282111,"Biomass variability","10yr","trailing","base1841_2010"
1932,"climate",0.328369152527725,"Biomass variability","10yr","trailing","base1841_2010"
1932,"combined",0.381959086155936,"Biomass variability","10yr","trailing","base1841_2010"
1933,"fishing",0.100380139526848,"Biomass variability","10yr","trailing","base1841_2010"
1933,"climate",-0.41668213078745,"Biomass variability","10yr","trailing","base1841_2010"
1933,"combined",-0.316301991260602,"Biomass variability","10yr","trailing","base1841_2010"
1934,"fishing",0.366675193158951,"Biomass variability","10yr","trailing","base1841_2010"
1934,"climate",-0.678581555522086,"Biomass variability","10yr","trailing","base1841_2010"
1934,"combined",-0.311906362363136,"Biomass variability","10yr","trailing","base1841_2010"
1935,"fishing",0.760109466741677,"Biomass variability","10yr","trailing","base1841_2010"
1935,"climate",-1.14640611980048,"Biomass variability","10yr","trailing","base1841_2010"
1935,"combined",-0.3862966530588,"Biomass variability","10yr","trailing","base1841_2010"
1936,"fishing",1.19619443833079,"Biomass variability","10yr","trailing","base1841_2010"
1936,"climate",-1.19586534592606,"Biomass variability","10yr","trailing","base1841_2010"
1936,"combined",0.000329092404726044,"Biomass variability","10yr","trailing","base1841_2010"
1937,"fishing",1.95044540995214,"Biomass variability","10yr","trailing","base1841_2010"
1937,"climate",-2.02411364461176,"Biomass variability","10yr","trailing","base1841_2010"
1937,"combined",-0.0736682346596175,"Biomass variability","10yr","trailing","base1841_2010"
1938,"fishing",2.20800380412264,"Biomass variability","10yr","trailing","base1841_2010"
1938,"climate",-1.5926759972712,"Biomass variability","10yr","trailing","base1841_2010"
1938,"combined",0.615327806851442,"Biomass variability","10yr","trailing","base1841_2010"
1939,"fishing",2.24459854753883,"Biomass variability","10yr","trailing","base1841_2010"
1939,"climate",-0.871656189337255,"Biomass variability","10yr","trailing","base1841_2010"
1939,"combined",1.37294235820158,"Biomass variability","10yr","trailing","base1841_2010"
1940,"fishing",1.73922101652013,"Biomass variability","10yr","trailing","base1841_2010"
1940,"climate",-0.314275636858723,"Biomass variability","10yr","trailing","base1841_2010"
1940,"combined",1.42494537966141,"Biomass variability","10yr","trailing","base1841_2010"
1941,"fishing",1.43853284623351,"Biomass variability","10yr","trailing","base1841_2010"
1941,"climate",-0.246407844723914,"Biomass variability","10yr","trailing","base1841_2010"
1941,"combined",1.1921250015096,"Biomass variability","10yr","trailing","base1841_2010"
1942,"fishing",0.681321450961946,"Biomass variability","10yr","trailing","base1841_2010"
1942,"climate",-0.139805408277474,"Biomass variability","10yr","trailing","base1841_2010"
1942,"combined",0.541516042684472,"Biomass variability","10yr","trailing","base1841_2010"
1943,"fishing",-0.0235880880983351,"Biomass variability","10yr","trailing","base1841_2010"
1943,"climate",0.457650856954237,"Biomass variability","10yr","trailing","base1841_2010"
1943,"combined",0.434062768855902,"Biomass variability","10yr","trailing","base1841_2010"
1944,"fishing",-0.20143548581233,"Biomass variability","10yr","trailing","base1841_2010"
1944,"climate",0.535053123944107,"Biomass variability","10yr","trailing","base1841_2010"
1944,"combined",0.333617638131777,"Biomass variability","10yr","trailing","base1841_2010"
1945,"fishing",-0.190482009903277,"Biomass variability","10yr","trailing","base1841_2010"
1945,"climate",1.01392941348284,"Biomass variability","10yr","trailing","base1841_2010"
1945,"combined",0.823447403579559,"Biomass variability","10yr","trailing","base1841_2010"
1946,"fishing",-0.203409903851174,"Biomass variability","10yr","trailing","base1841_2010"
1946,"climate",1.06667452839079,"Biomass variability","10yr","trailing","base1841_2010"
1946,"combined",0.863264624539618,"Biomass variability","10yr","trailing","base1841_2010"
1947,"fishing",-0.118416556170504,"Biomass variability","10yr","trailing","base1841_2010"
1947,"climate",1.52020234999198,"Biomass variability","10yr","trailing","base1841_2010"
1947,"combined",1.40178579382148,"Biomass variability","10yr","trailing","base1841_2010"
1948,"fishing",-0.0581735123701498,"Biomass variability","10yr","trailing","base1841_2010"
1948,"climate",1.36307294947305,"Biomass variability","10yr","trailing","base1841_2010"
1948,"combined",1.3048994371029,"Biomass variability","10yr","trailing","base1841_2010"
1949,"fishing",0.0952542864701319,"Biomass variability","10yr","trailing","base1841_2010"
1949,"climate",0.817518826046819,"Biomass variability","10yr","trailing","base1841_2010"
1949,"combined",0.912773112516951,"Biomass variability","10yr","trailing","base1841_2010"
1950,"fishing",0.0842940557592156,"Biomass variability","10yr","trailing","base1841_2010"
1950,"climate",0.557863823594797,"Biomass variability","10yr","trailing","base1841_2010"
1950,"combined",0.642157879354013,"Biomass variability","10yr","trailing","base1841_2010"
1951,"fishing",0.10033806498746,"Biomass variability","10yr","trailing","base1841_2010"
1951,"climate",0.503443934458634,"Biomass variability","10yr","trailing","base1841_2010"
1951,"combined",0.603781999446094,"Biomass variability","10yr","trailing","base1841_2010"
1952,"fishing",-0.0514349158695641,"Biomass variability","10yr","trailing","base1841_2010"
1952,"climate",0.325308057503664,"Biomass variability","10yr","trailing","base1841_2010"
1952,"combined",0.2738731416341,"Biomass variability","10yr","trailing","base1841_2010"
1953,"fishing",-0.273957467767865,"Biomass variability","10yr","trailing","base1841_2010"
1953,"climate",-0.416908873835835,"Biomass variability","10yr","trailing","base1841_2010"
1953,"combined",-0.6908663416037,"Biomass variability","10yr","trailing","base1841_2010"
1954,"fishing",-0.396567060158513,"Biomass variability","10yr","trailing","base1841_2010"
1954,"climate",-0.676958410116241,"Biomass variability","10yr","trailing","base1841_2010"
1954,"combined",-1.07352547027475,"Biomass variability","10yr","trailing","base1841_2010"
1955,"fishing",-0.29342241060453,"Biomass variability","10yr","trailing","base1841_2010"
1955,"climate",-1.14596837658782,"Biomass variability","10yr","trailing","base1841_2010"
1955,"combined",-1.43939078719235,"Biomass variability","10yr","trailing","base1841_2010"
1956,"fishing",-0.202202092497277,"Biomass variability","10yr","trailing","base1841_2010"
1956,"climate",-1.1960569645256,"Biomass variability","10yr","trailing","base1841_2010"
1956,"combined",-1.39825905702288,"Biomass variability","10yr","trailing","base1841_2010"
1957,"fishing",0.135652194239628,"Biomass variability","10yr","trailing","base1841_2010"
1957,"climate",-2.02698288289183,"Biomass variability","10yr","trailing","base1841_2010"
1957,"combined",-1.8913306886522,"Biomass variability","10yr","trailing","base1841_2010"
1958,"fishing",0.171439236129034,"Biomass variability","10yr","trailing","base1841_2010"
1958,"climate",-1.59723706530142,"Biomass variability","10yr","trailing","base1841_2010"
1958,"combined",-1.42579782917238,"Biomass variability","10yr","trailing","base1841_2010"
1959,"fishing",0.215607659287925,"Biomass variability","10yr","trailing","base1841_2010"
1959,"climate",-0.877200911676444,"Biomass variability","10yr","trailing","base1841_2010"
1959,"combined",-0.661593252388519,"Biomass variability","10yr","trailing","base1841_2010"
1960,"fishing",0.169148305963767,"Biomass variability","10yr","trailing","base1841_2010"
1960,"climate",-0.318456381353922,"Biomass variability","10yr","trailing","base1841_2010"
1960,"combined",-0.149308075390155,"Biomass variability","10yr","trailing","base1841_2010"
1961,"fishing",0.166412489058952,"Biomass variability","10yr","trailing","base1841_2010"
1961,"climate",-0.250584547964825,"Biomass variability","10yr","trailing","base1841_2010"
1961,"combined",-0.0841720589058731,"Biomass variability","10yr","trailing","base1841_2010"
1962,"fishing",0.0257858917769523,"Biomass variability","10yr","trailing","base1841_2010"
1962,"climate",-0.142172065680438,"Biomass variability","10yr","trailing","base1841_2010"
1962,"combined",-0.116386173903486,"Biomass variability","10yr","trailing","base1841_2010"
1963,"fishing",-0.0918868743483058,"Biomass variability","10yr","trailing","base1841_2010"
1963,"climate",0.457175854866307,"Biomass variability","10yr","trailing","base1841_2010"
1963,"combined",0.365288980518002,"Biomass variability","10yr","trailing","base1841_2010"
1964,"fishing",-0.12518482084627,"Biomass variability","10yr","trailing","base1841_2010"
1964,"climate",0.534737586307921,"Biomass variability","10yr","trailing","base1841_2010"
1964,"combined",0.409552765461651,"Biomass variability","10yr","trailing","base1841_2010"
1965,"fishing",-0.110697707092045,"Biomass variability","10yr","trailing","base1841_2010"
1965,"climate",1.01287695257941,"Biomass variability","10yr","trailing","base1841_2010"
1965,"combined",0.902179245487369,"Biomass variability","10yr","trailing","base1841_2010"
1966,"fishing",-0.109704955188928,"Biomass variability","10yr","trailing","base1841_2010"
1966,"climate",1.06485177774513,"Biomass variability","10yr","trailing","base1841_2010"
1966,"combined",0.955146822556197,"Biomass variability","10yr","trailing","base1841_2010"
1967,"fishing",-0.0910694073109461,"Biomass variability","10yr","trailing","base1841_2010"
1967,"climate",1.51671758965504,"Biomass variability","10yr","trailing","base1841_2010"
1967,"combined",1.4256481823441,"Biomass variability","10yr","trailing","base1841_2010"
1968,"fishing",-0.0666063674523796,"Biomass variability","10yr","trailing","base1841_2010"
1968,"climate",1.35919876402551,"Biomass variability","10yr","trailing","base1841_2010"
1968,"combined",1.29259239657313,"Biomass variability","10yr","trailing","base1841_2010"
1969,"fishing",-0.0349597751691518,"Biomass variability","10yr","trailing","base1841_2010"
1969,"climate",0.812599049738996,"Biomass variability","10yr","trailing","base1841_2010"
1969,"combined",0.777639274569844,"Biomass variability","10yr","trailing","base1841_2010"
1970,"fishing",-0.0454669032646476,"Biomass variability","10yr","trailing","base1841_2010"
1970,"climate",0.552898062077973,"Biomass variability","10yr","trailing","base1841_2010"
1970,"combined",0.507431158813326,"Biomass variability","10yr","trailing","base1841_2010"
1971,"fishing",-0.0434460674741909,"Biomass variability","10yr","trailing","base1841_2010"
1971,"climate",0.498230879656091,"Biomass variability","10yr","trailing","base1841_2010"
1971,"combined",0.4547848121819,"Biomass variability","10yr","trailing","base1841_2010"
1972,"fishing",-0.0389721136557395,"Biomass variability","10yr","trailing","base1841_2010"
1972,"climate",0.322438536366783,"Biomass variability","10yr","trailing","base1841_2010"
1972,"combined",0.283466422711044,"Biomass variability","10yr","trailing","base1841_2010"
1973,"fishing",-0.0318571434034852,"Biomass variability","10yr","trailing","base1841_2010"
1973,"climate",-0.416993158552967,"Biomass variability","10yr","trailing","base1841_2010"
1973,"combined",-0.448850301956452,"Biomass variability","10yr","trailing","base1841_2010"
1974,"fishing",0.0107979659390085,"Biomass variability","10yr","trailing","base1841_2010"
1974,"climate",-0.675286387907792,"Biomass variability","10yr","trailing","base1841_2010"
1974,"combined",-0.664488421968784,"Biomass variability","10yr","trailing","base1841_2010"
1975,"fishing",0.0447701050026029,"Biomass variability","10yr","trailing","base1841_2010"
1975,"climate",-1.14540676325454,"Biomass variability","10yr","trailing","base1841_2010"
1975,"combined",-1.10063665825193,"Biomass variability","10yr","trailing","base1841_2010"
1976,"fishing",0.0894839227175201,"Biomass variability","10yr","trailing","base1841_2010"
1976,"climate",-1.1961068075013,"Biomass variability","10yr","trailing","base1841_2010"
1976,"combined",-1.10662288478377,"Biomass variability","10yr","trailing","base1841_2010"
1977,"fishing",0.191237010247337,"Biomass variability","10yr","trailing","base1841_2010"
1977,"climate",-2.02970708386018,"Biomass variability","10yr","trailing","base1841_2010"
1977,"combined",-1.83847007361284,"Biomass variability","10yr","trailing","base1841_2010"
1978,"fishing",0.267093705493084,"Biomass variability","10yr","trailing","base1841_2010"
1978,"climate",-1.60163381036423,"Biomass variability","10yr","trailing","base1841_2010"
1978,"combined",-1.33454010487115,"Biomass variability","10yr","trailing","base1841_2010"
1979,"fishing",0.396729508570478,"Biomass variability","10yr","trailing","base1841_2010"
1979,"climate",-0.882515545093585,"Biomass variability","10yr","trailing","base1841_2010"
1979,"combined",-0.485786036523106,"Biomass variability","10yr","trailing","base1841_2010"
1980,"fishing",0.24946616336151,"Biomass variability","10yr","trailing","base1841_2010"
1980,"climate",-0.322471963281792,"Biomass variability","10yr","trailing","base1841_2010"
1980,"combined",-0.0730057999202817,"Biomass variability","10yr","trailing","base1841_2010"
1981,"fishing",0.248649908053282,"Biomass variability","10yr","trailing","base1841_2010"
1981,"climate",-0.254588336771065,"Biomass variability","10yr","trailing","base1841_2010"
1981,"combined",-0.00593842871778235,"Biomass variability","10yr","trailing","base1841_2010"
1982,"fishing",0.133889177793742,"Biomass variability","10yr","trailing","base1841_2010"
1982,"climate",-0.72075351412334,"Biomass variability","10yr","trailing","base1841_2010"
1982,"combined",-0.586864336329598,"Biomass variability","10yr","trailing","base1841_2010"
1983,"fishing",0.0071135884328987,"Biomass variability","10yr","trailing","base1841_2010"
1983,"climate",-1.03407883850551,"Biomass variability","10yr","trailing","base1841_2010"
1983,"combined",-1.02696525007262,"Biomass variability","10yr","trailing","base1841_2010"
1984,"fishing",-0.0656458178707846,"Biomass variability","10yr","trailing","base1841_2010"
1984,"climate",-0.464975647878877,"Biomass variability","10yr","trailing","base1841_2010"
1984,"combined",-0.530621465749661,"Biomass variability","10yr","trailing","base1841_2010"
1985,"fishing",-0.112860279217078,"Biomass variability","10yr","trailing","base1841_2010"
1985,"climate",-0.584563783508746,"Biomass variability","10yr","trailing","base1841_2010"
1985,"combined",-0.697424062725824,"Biomass variability","10yr","trailing","base1841_2010"
1986,"fishing",-0.106164038502393,"Biomass variability","10yr","trailing","base1841_2010"
1986,"climate",-0.615498893290391,"Biomass variability","10yr","trailing","base1841_2010"
1986,"combined",-0.721662931792784,"Biomass variability","10yr","trailing","base1841_2010"
1987,"fishing",-0.112518572256827,"Biomass variability","10yr","trailing","base1841_2010"
1987,"climate",-0.488364675496871,"Biomass variability","10yr","trailing","base1841_2010"
1987,"combined",-0.600883247753698,"Biomass variability","10yr","trailing","base1841_2010"
1988,"fishing",-0.0931157144941702,"Biomass variability","10yr","trailing","base1841_2010"
1988,"climate",-0.59631336962488,"Biomass variability","10yr","trailing","base1841_2010"
1988,"combined",-0.68942908411905,"Biomass variability","10yr","trailing","base1841_2010"
1989,"fishing",-0.0783146349227462,"Biomass variability","10yr","trailing","base1841_2010"
1989,"climate",-1.21789019066032,"Biomass variability","10yr","trailing","base1841_2010"
1989,"combined",-1.29620482558307,"Biomass variability","10yr","trailing","base1841_2010"
1990,"fishing",0.104269007721893,"Biomass variability","10yr","trailing","base1841_2010"
1990,"climate",-0.156660934541282,"Biomass variability","10yr","trailing","base1841_2010"
1990,"combined",-0.052391926819389,"Biomass variability","10yr","trailing","base1841_2010"
1991,"fishing",0.0549884313573566,"Biomass variability","10yr","trailing","base1841_2010"
1991,"climate",-0.159342563949795,"Biomass variability","10yr","trailing","base1841_2010"
1991,"combined",-0.104354132592439,"Biomass variability","10yr","trailing","base1841_2010"
1992,"fishing",-0.0162058933678274,"Biomass variability","10yr","trailing","base1841_2010"
1992,"climate",-0.266274651129298,"Biomass variability","10yr","trailing","base1841_2010"
1992,"combined",-0.282480544497125,"Biomass variability","10yr","trailing","base1841_2010"
1993,"fishing",0.0171927315178351,"Biomass variability","10yr","trailing","base1841_2010"
1993,"climate",0.0126291756265398,"Biomass variability","10yr","trailing","base1841_2010"
1993,"combined",0.0298219071443749,"Biomass variability","10yr","trailing","base1841_2010"
1994,"fishing",0.104132645792181,"Biomass variability","10yr","trailing","base1841_2010"
1994,"climate",0.794471820450606,"Biomass variability","10yr","trailing","base1841_2010"
1994,"combined",0.898604466242787,"Biomass variability","10yr","trailing","base1841_2010"
1995,"fishing",0.0571613463840804,"Biomass variability","10yr","trailing","base1841_2010"
1995,"climate",0.911525344126195,"Biomass variability","10yr","trailing","base1841_2010"
1995,"combined",0.968686690510276,"Biomass variability","10yr","trailing","base1841_2010"
1996,"fishing",0.0218589542651639,"Biomass variability","10yr","trailing","base1841_2010"
1996,"climate",1.02172012263059,"Biomass variability","10yr","trailing","base1841_2010"
1996,"combined",1.04357907689575,"Biomass variability","10yr","trailing","base1841_2010"
1997,"fishing",-0.0174972615426908,"Biomass variability","10yr","trailing","base1841_2010"
1997,"climate",0.375320480685527,"Biomass variability","10yr","trailing","base1841_2010"
1997,"combined",0.357823219142836,"Biomass variability","10yr","trailing","base1841_2010"
1998,"fishing",-0.0627202358642364,"Biomass variability","10yr","trailing","base1841_2010"
1998,"climate",-0.416540617208305,"Biomass variability","10yr","trailing","base1841_2010"
1998,"combined",-0.479260853072541,"Biomass variability","10yr","trailing","base1841_2010"
1999,"fishing",-0.0762448454599072,"Biomass variability","10yr","trailing","base1841_2010"
1999,"climate",-0.761429800636603,"Biomass variability","10yr","trailing","base1841_2010"
1999,"combined",-0.837674646096511,"Biomass variability","10yr","trailing","base1841_2010"
2000,"fishing",-0.059498511135665,"Biomass variability","10yr","trailing","base1841_2010"
2000,"climate",-1.11563852296416,"Biomass variability","10yr","trailing","base1841_2010"
2000,"combined",-1.17513703409983,"Biomass variability","10yr","trailing","base1841_2010"
2001,"fishing",-0.134984616638918,"Biomass variability","10yr","trailing","base1841_2010"
2001,"climate",0.382647109931781,"Biomass variability","10yr","trailing","base1841_2010"
2001,"combined",0.247662493292864,"Biomass variability","10yr","trailing","base1841_2010"
2002,"fishing",-0.132675176311163,"Biomass variability","10yr","trailing","base1841_2010"
2002,"climate",0.423834436657795,"Biomass variability","10yr","trailing","base1841_2010"
2002,"combined",0.291159260346632,"Biomass variability","10yr","trailing","base1841_2010"
2003,"fishing",-0.116240623509943,"Biomass variability","10yr","trailing","base1841_2010"
2003,"climate",1.80106487467093,"Biomass variability","10yr","trailing","base1841_2010"
2003,"combined",1.68482425116099,"Biomass variability","10yr","trailing","base1841_2010"
2004,"fishing",-0.0680840690679771,"Biomass variability","10yr","trailing","base1841_2010"
2004,"climate",1.17200932711679,"Biomass variability","10yr","trailing","base1841_2010"
2004,"combined",1.10392525804881,"Biomass variability","10yr","trailing","base1841_2010"
2005,"fishing",-0.0522810044191064,"Biomass variability","10yr","trailing","base1841_2010"
2005,"climate",1.86613841726721,"Biomass variability","10yr","trailing","base1841_2010"
2005,"combined",1.81385741284811,"Biomass variability","10yr","trailing","base1841_2010"
2006,"fishing",-0.0503857088794795,"Biomass variability","10yr","trailing","base1841_2010"
2006,"climate",1.85071058960845,"Biomass variability","10yr","trailing","base1841_2010"
2006,"combined",1.80032488072897,"Biomass variability","10yr","trailing","base1841_2010"
2007,"fishing",-0.0470416668777842,"Biomass variability","10yr","trailing","base1841_2010"
2007,"climate",1.60890363065514,"Biomass variability","10yr","trailing","base1841_2010"
2007,"combined",1.56186196377736,"Biomass variability","10yr","trailing","base1841_2010"
2008,"fishing",-0.0549119683523236,"Biomass variability","10yr","trailing","base1841_2010"
2008,"climate",1.90602368636176,"Biomass variability","10yr","trailing","base1841_2010"
2008,"combined",1.85111171800944,"Biomass variability","10yr","trailing","base1841_2010"
2009,"fishing",-0.041728042448943,"Biomass variability","10yr","trailing","base1841_2010"
2009,"climate",1.31139800066075,"Biomass variability","10yr","trailing","base1841_2010"
2009,"combined",1.2696699582118,"Biomass variability","10yr","trailing","base1841_2010"
2010,"fishing",-0.0361892388099162,"Biomass variability","10yr","trailing","base1841_2010"
2010,"climate",1.8052015673634,"Biomass variability","10yr","trailing","base1841_2010"
2010,"combined",1.76901232855349,"Biomass variability","10yr","trailing","base1841_2010"
1900,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1900,"climate",-1.22574280893403,"Slope","10yr","trailing","base1841_2010"
1900,"combined",-1.22574280893403,"Slope","10yr","trailing","base1841_2010"
1901,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1901,"climate",1.4044719817996,"Slope","10yr","trailing","base1841_2010"
1901,"combined",1.4044719817996,"Slope","10yr","trailing","base1841_2010"
1902,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1902,"climate",-1.52006692710098,"Slope","10yr","trailing","base1841_2010"
1902,"combined",-1.52006692710098,"Slope","10yr","trailing","base1841_2010"
1903,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1903,"climate",-1.04789561918238,"Slope","10yr","trailing","base1841_2010"
1903,"combined",-1.04789561918238,"Slope","10yr","trailing","base1841_2010"
1904,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1904,"climate",-0.314554598800802,"Slope","10yr","trailing","base1841_2010"
1904,"combined",-0.314554598800802,"Slope","10yr","trailing","base1841_2010"
1905,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1905,"climate",1.24593210708674,"Slope","10yr","trailing","base1841_2010"
1905,"combined",1.24593210708674,"Slope","10yr","trailing","base1841_2010"
1906,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1906,"climate",-0.0390891783203948,"Slope","10yr","trailing","base1841_2010"
1906,"combined",-0.0390891783203948,"Slope","10yr","trailing","base1841_2010"
1907,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1907,"climate",2.01511782836095,"Slope","10yr","trailing","base1841_2010"
1907,"combined",2.01511782836095,"Slope","10yr","trailing","base1841_2010"
1908,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1908,"climate",-0.381040911852454,"Slope","10yr","trailing","base1841_2010"
1908,"combined",-0.381040911852454,"Slope","10yr","trailing","base1841_2010"
1909,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1909,"climate",0.724702203965111,"Slope","10yr","trailing","base1841_2010"
1909,"combined",0.724702203965111,"Slope","10yr","trailing","base1841_2010"
1910,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1910,"climate",0.404193474827342,"Slope","10yr","trailing","base1841_2010"
1910,"combined",0.404193474827342,"Slope","10yr","trailing","base1841_2010"
1911,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1911,"climate",-0.297047546293378,"Slope","10yr","trailing","base1841_2010"
1911,"combined",-0.297047546293378,"Slope","10yr","trailing","base1841_2010"
1912,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1912,"climate",-1.02841292153969,"Slope","10yr","trailing","base1841_2010"
1912,"combined",-1.02841292153969,"Slope","10yr","trailing","base1841_2010"
1913,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1913,"climate",-0.339211414216387,"Slope","10yr","trailing","base1841_2010"
1913,"combined",-0.339211414216387,"Slope","10yr","trailing","base1841_2010"
1914,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1914,"climate",0.0973583287536553,"Slope","10yr","trailing","base1841_2010"
1914,"combined",0.0973583287536553,"Slope","10yr","trailing","base1841_2010"
1915,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1915,"climate",-0.419585026947857,"Slope","10yr","trailing","base1841_2010"
1915,"combined",-0.419585026947857,"Slope","10yr","trailing","base1841_2010"
1916,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1916,"climate",0.644606213705131,"Slope","10yr","trailing","base1841_2010"
1916,"combined",0.644606213705131,"Slope","10yr","trailing","base1841_2010"
1917,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1917,"climate",0.407452971943091,"Slope","10yr","trailing","base1841_2010"
1917,"combined",0.407452971943091,"Slope","10yr","trailing","base1841_2010"
1918,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1918,"climate",0.764558773988633,"Slope","10yr","trailing","base1841_2010"
1918,"combined",0.764558773988633,"Slope","10yr","trailing","base1841_2010"
1919,"fishing",0,"Slope","10yr","trailing","base1841_2010"
1919,"climate",1.2723996018305,"Slope","10yr","trailing","base1841_2010"
